الرقم,السؤال,الجواب,Family_Law_Category
1186,ماهي المادة الأولى بعد المائة؟,"إذا كان عوض الخُلع هو المهر فيقتصر على تسليم ما قُبِضَ من المهر، ويسقط ما بقي منه ولو كان مؤجلاً.",Khulʿ
1187,ماهي المادة الثانية بعد المائة؟,"يجب توثيق الخلع، وعلى الزوجين -أو أحدهما- توثيقه، وفق الأحكام المنظمة لذلك. يجوز لكل ذي مصلحة طلب إثبات الخلع بأي من وسائل الإثبات.",Khulʿ
1188,ماهي المادة الثالثة بعد المائة؟,"كل تفريق بحكم قضائي يعد فسخًا، وتكون فرقة بائنة بينونة صغرى، ولا تحسب من التطليقات الثلاث.",Judicial Dissolution
1189,ماهي المادة الرابعة بعد المائة؟,لكل من الزوجين طلب فسخ عقد الزواج لعلة مضرة في الآخر أو منفرة تمنع المعاشرة الزوجية -سواء كانت العلة قبل عقد الزواج أو طرأت بعده- ما لم يكن طالب الفسخ عالماً بالعلة حين إبرام العقد أو علم بها بعد إبرامه وحصل منه ما يدل على الرضا بها من قول أو فعل.,Judicial Dissolution
1190,ماهي المادة الخامسة بعد المائة؟,"إذا فسخ عقد الزواج لعلة في أحد الزوجين، فعلى المحكمة أن تقرر ما يأتي: إذا كانت العلة حدثت في أي من الزوجين بعد الدخول، فليس للزوج استرداد ما دفعه من المهر.",Judicial Dissolution
1191,ماهي المادة السادسة بعد المائة؟,"تفسخ المحكمة عقد زواج الزوجة التي لم يتم الدخول بها، بناء على طلبها لعدم أداء الزوج مهرها الحال إذا انتهى الأجل الذي حددته المحكمة لأداء المهر ولم يؤده، على ألا يزيد الأجل على (ثلاثين) يوماً من تاريخ الطلب.",Judicial Dissolution
1192,ماهي المادة السابعة بعد المائة؟,تفسخ المحكمة عقد الزواج بناء على طلب الزوجة إذا امتنع زوجها عن الإنفاق عليها أو تعذر استيفاء النفقة منه.,Alimony and Maintenance 
1193,ماهي المادة الثامنة بعد المائة؟,تفسخ المحكمة عقد الزواج بناء على طلب الزوجة إذا ادعى الزوج الإعسار بالنفقة الواجبة لزوجته ولو كانت عالمة بذلك قبل عقد الزواج. ولها طلب الفسخ فوراً أو متراخياً.,Alimony and Maintenance 
1194,ماهي المادة التاسعة بعد المائة؟,"تفسخ المحكمة عقد الزواج بناء على طلب الزوجة لإضرار الزوج بها ضرراً يتعذر معه دوام العشرة بالمعروف، إذا ثبت وقوع الضرر.",Judicial Dissolution
1195,ماهي المادة العاشرة بعد المائة؟,"إذا لم يثبت وقوع الضرر الذي يتعذر معه بقاء العشرة بالمعروف، واستمر الشقاق بين الزوجين، وتعذر الإصلاح؛ فيتعين على كل واحد من الزوجين اختيار حكم من أهله خلال الأجل الذي تحدده المحكمة، وإلَّا عينت المحكمة حكمين من أهليهما إن تيسر، وإلا فمن غير أهليهما ممن تُرجى منه القدرة على الإصلاح.",Marriage
1196,ماهي المادة الحادية عشرة بعد المائة؟,"إذا عجز الحكمان عن الإصلاح بين الزوجين، قررا ما يريانه من التفريق بينهما بعوض أو دونه. وفي جميع الأحوال يجب ألا يزيد العوض الذي تدفعه المرأة على المهر، ويقدم الحكمان إلى المحكمة تقريراً يشتمل على جميع ما قاما به في سبيل الإصلاح بين الزوجين، والرأي الذي انتهيا إليه مع بيان الأوجه التي اُستند إليها.",Marriage
1197,ماهي المادة الثانية عشرة بعد المائة؟,"تحكم المحكمة بفسخ عقد الزواج متى طلبت الزوجة فسخه قبل الدخول أو الخلوة، وامتنع الزوج عن طلاقها أو مخالعتها، وأعادت ما قبضته من مهر، وتعذر الإصلاح بينهما.",Judicial Dissolution
1198,ماهي المادة الثالثة عشرة بعد المائة؟,"على المحكمة أن تفسخ عقد الزواج بناء على طلب الزوجة في الحالتين الآتيتين: إذا حلف زوجها على عدم جماعها مدة تزيد على (أربعة) أشهر، ما لم يرجع عن يمينه قبل انقضاء الأشهر الأربعة.",Judicial Dissolution
1199,ماهي المادة الرابعة عشرة بعد المائة؟,"ما لم تكن الغيبة بسبب عمل، للزوجة طلب فسخ عقد الزواج بسبب غياب زوجها المعروف موطنه أو محل إقامته إذا غاب عنها مدة لا تقل عن (أربعة) أشهر ولو كان له مال يمكن استيفاء النفقة منه.",Judicial Dissolution
1200,ماهي المادة الخامسة عشرة بعد المائة؟,"للزوجة طلب فسخ عقد الزواج بسبب فقد زوجها أو غيابه إذا كان لا يعرف موطنه ولا محل إقامته، على ألَّا تحكم المحكمة بفسخ العقد إلَّا بعد مضي مدة تحددها، على ألا تقل المدة عن (سنة) ولا تزيد على (سنتين) من تاريخ فقده أو غيبته.",Judicial Dissolution
1201,ماهي المادة السادسة عشرة بعد المائة؟,العدة هي المدة المحددة التي لا يجوز للمرأة خلالها الزواج بسبب وقوع الفرقة الزوجية أو ما في حكمها.,Divorce
1202,ماهي المادة السابعة عشرة بعد المائة؟,"مع مراعاة ما تقضي به المادتان (الثالثة والثلاثون) و(الرابعة والثلاثون) من هذا النظام، تجب العدة بالوفاة في عقد الزواج الصحيح ولو قبل الدخول. وتجب إذا وقعت الفرقة في غير حالة الوفاة بالخلوة أو الدخول في عقد الزواج الصحيح.",Divorce
1203,ماهي المادة الثامنة عشرة بعد المائة؟,"يبدأ احتساب مدة العدة من حين وقوع الطلاق أو الخلع أو الوفاة. وفي حالات الفرقة بحكم قضائي، يبدأ احتساب مدة العدة من تاريخ صدور الحكم في حالات فسخ عقد الزواج، أو بطلانه، وفي حالة إثبات الطلاق المتنازع فيه من تاريخ ثبوت الطلاق عند المحكمة، ولا تتزوج المرأة -في الحالات السابقة- إلا بعد انتهاء مدة العدة أو اكتساب الحكم الصفة النهائية، أيهما أبعد.",Divorce
1204,ماهي المادة التاسعة عشرة بعد المائة؟,"مع مراعاة ما تقضي به المادة (العشرون بعد المائة) من هذا النظام، عدة المتوفى عنها زوجها ولو قبل الدخول بها هي (أربعة أشهر وعشرة أيام).",Divorce
1205,ماهي المادة العشرون بعد المائة؟,عدة الحامل المفارقة بالوفاة وغيرها هي وضع حملها متى جاوز الحمل (ثمانين) يوماً.,Divorce
1206,ماهي المادة الحادية والعشرون بعد المائة؟,"عدة غير الحامل المفارقة بغير الوفاة تكون على النحو الآتي: (ثلاث) حيضات لذوات الحيض. (ثلاثة) أشهر للآيسة، و(ثلاثة) أشهر لمن لم تحض، فإن رأت الحيض قبل انقضائها ابتدأت المرأة العدةَ بالحيض.",Divorce
